CGAC AGENCY CODE,FPDS DEPARTMENT ID,FREC,AGENCY NAME,AGENCY ABBREVIATION,REGISTERED IN BROKER,REGISTERED IN ASP,ORIGINAL SOURCE FOR CGAC or SubTier,SUBTIER CODE,SUBTIER NAME,SUBTIER ABBREVIATION,FREC DESCRIPTION,REGISTERED IN ASP,AGENCY NAME (ORIGINAL),SUBTIER NAME (ORIGINAL),MISSION,WEBSITE,ICON FILENAME,COMMENT
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
019,1900,1900,Department of State,DOS,YES,YES,OMB File,1950,Bureau of Politico-Military Affairs,PM,Department of State,,"STATE, DEPARTMENT OF",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
020,2000,2000,Department of the Treasury,TREAS,YES,YES,OMB File,20LP,International Criminal Police Organization,INTERPOL,Department of the Treasury,,"TREASURY, DEPARTMENT OF THE",,,,,
021,,,Department of the Army,DOA,N/A (not submitting directly),N/A (not submitting directly),A-11 Circular and CARS File,Subsumed under DOD submissions. Not listed here so as to avoid dupliation.,Subsumed under DOD submissions. Not listed here so as to avoid dupliation.,,,,,,,,,
022,,,Resolution Funding Corporation,,N/A (not submitting directly),N/A (not submitting directly),NIST (2008) + made up CGAC,2281,Resolution Funding Corporation (REFCORP),,,,,,,,,
022,,,Resolution Funding Corporation,,N/A (not submitting directly),N/A (not submitting directly),NIST (2008) + made up CGAC,2281,Resolution Funding Corporation (REFCORP),,,,,,,,,
023,2300,2300,U.S. Tax Court,USTAXCOURT,NO,NO,OMB File,2300,U.S. Tax Court,,U.S. Tax Court,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
024,2400,2400,Office of Personnel Management,OPM,YES,YES,OMB File,24Z1,"Federal Executive Board-Twin Cities, MN",,Office of Personnel Management,,,,,,,
025,2500,2500,National Credit Union Administration,NCUA,YES,YES,OMB File,2500,National Credit Union Administration,NCUA,National Credit Union Administration,YES,,,,,,
025,2500,2500,National Credit Union Administration,NCUA,YES,YES,OMB File,2500,National Credit Union Administration,NCUA,National Credit Union Administration,YES,,,,,,
026,2600,2600,Federal Retirement Thrift Investment Board,FRTIB,NO,NO,OMB File,2600,Federal Retirement Thrift Investment Board,FRTIB,Federal Retirement Thrift Investment Board,,,,,,,
027,2700,2700,Federal Communications Commission,FCC,YES,YES,OMB File,2700,Federal Communications Commission,FCC,Federal Communications Commission,YES,,,,,,
028,2800,2800,Social Security Administration,SSA,YES,YES,OMB File,2818,Deputy Commissioner - Disability and Income Security Programs,,Social Security Administration,,,,,,,
028,2800,2800,Social Security Administration,SSA,YES,YES,OMB File,2818,Deputy Commissioner - Disability and Income Security Programs,,Social Security Administration,,,,,,,
028,2800,2800,Social Security Administration,SSA,YES,YES,OMB File,2818,Deputy Commissioner - Disability and Income Security Programs,,Social Security Administration,,,,,,,
028,2800,2800,Social Security Administration,SSA,YES,YES,OMB File,2818,Deputy Commissioner - Disability and Income Security Programs,,Social Security Administration,,,,,,,
028,2800,2800,Social Security Administration,SSA,YES,YES,OMB File,2818,Deputy Commissioner - Disability and Income Security Programs,,Social Security Administration,,,,,,,
028,2800,2800,Social Security Administration,SSA,YES,YES,OMB File,2818,Deputy Commissioner - Disability and Income Security Programs,,Social Security Administration,,,,,,,
028,2800,2800,Social Security Administration,SSA,YES,YES,OMB File,2818,Deputy Commissioner - Disability and Income Security Programs,,Social Security Administration,,,,,,,
028,2800,2800,Social Security Administration,SSA,YES,YES,OMB File,2818,Deputy Commissioner - Disability and Income Security Programs,,Social Security Administration,,,,,,,
028,2800,2800,Social Security Administration,SSA,YES,YES,OMB File,2818,Deputy Commissioner - Disability and Income Security Programs,,Social Security Administration,,,,,,,
028,2800,2800,Social Security Administration,SSA,YES,YES,OMB File,2818,Deputy Commissioner - Disability and Income Security Programs,,Social Security Administration,,,,,,,
