Master Broker List (Ross's List),,,,,,Matched Information Present in Broker Generated Agency Name and Code List,,
CGAC.AGENCY.CODE,SUBTIER.CODE,AGENCY.NAME,ORIGINAL.SOURCE.FOR.CGAC.or.SubTier,SUBTIER.NAME,listsource.x,awarding_agency_name,awarding_sub_tier_agency_n,listsource.y
36,3614,Department of Veterans Affairs,OMB File,Assistant Secretary for Acquisition and Facilities,CompiledList,NA,NA,NA
36,3615,Department of Veterans Affairs,OMB File,Center for Minority Veterans,CompiledList,NA,NA,NA
36,3616,Department of Veterans Affairs,OMB File,Center for Women Veterans,CompiledList,NA,NA,NA
36,3617,Department of Veterans Affairs,OMB File,Office of Employment Discrimination Complaint Adjudication,CompiledList,NA,NA,NA
36,3618,Department of Veterans Affairs,OMB File,Special Assistant for Veterans Service Organization Liaison,CompiledList,NA,NA,NA
36,3619,Department of Veterans Affairs,OMB File,Chief of Staff,CompiledList,NA,NA,NA
36,3620,Department of Veterans Affairs,OMB File,Under Secretary for Health/Veterans Health Administration,CompiledList,"VETERANS AFFAIRS, DEPARTMENT OF 3600)",Under Secretary for Health / Veterans Health Administration,BrokerGenerated
36,3620,Department of Veterans Affairs,OMB File,Under Secretary for Health/Veterans Health Administration,CompiledList,Department of Veterans Affairs (VA),Under Secretary for Health/Veterans Health Administration,BrokerGenerated
36,3621,Department of Veterans Affairs,OMB File,Actuarial Analysis and Data Development Service,CompiledList,NA,NA,NA
36,3622,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Program and Data Analysis,CompiledList,NA,NA,NA
36,3623,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Planning and Evaluation,CompiledList,NA,NA,NA
36,3624,Department of Veterans Affairs,OMB File,Immediate Office of Assistant Secretary for Planning and Analysis,CompiledList,NA,NA,NA
36,3625,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Budget,CompiledList,NA,NA,NA
36,3627,Department of Veterans Affairs,OMB File,Assistant Secretary for Financial Management,CompiledList,NA,NA,NA
36,3628,Department of Veterans Affairs,OMB File,Immediate Office of Assistant Secretary for Management,CompiledList,NA,NA,NA
36,3630,Department of Veterans Affairs,OMB File,Directory/National Cemetery Administration,CompiledList,Department of Veterans Affairs (VA),Directory/National Cemetery Administration,BrokerGenerated
36,3630,Department of Veterans Affairs,OMB File,Directory/National Cemetery Administration,CompiledList,"VETERANS AFFAIRS, DEPARTMENT OF 3600)",Under Secretary for Memorial Affairs / National Cemetery System,BrokerGenerated
36,3632,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Equal Employment Opportunity,CompiledList,NA,NA,NA
36,3633,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary Administration,CompiledList,NA,NA,NA
36,3634,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary Human Resources Management,CompiledList,NA,NA,NA
36,3636,Department of Veterans Affairs,OMB File,Immediate Office of Assistant Secretary for Public and Intergovernmental Affairs,CompiledList,NA,NA,NA
36,3637,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Intergovernmental Affairs,CompiledList,NA,NA,NA
36,3638,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Public Affairs,CompiledList,NA,NA,NA
36,3640,Department of Veterans Affairs,OMB File,Under Secretary for Benefits/Veterans Benefits Administration,CompiledList,Department of Veterans Affairs (VA),Under Secretary for Benefits/Veterans Benefits Administration,BrokerGenerated
36,3640,Department of Veterans Affairs,OMB File,Under Secretary for Benefits/Veterans Benefits Administration,CompiledList,"VETERANS AFFAIRS, DEPARTMENT OF 3600)",Under Secretary for Benefits / Veterans Benefit Administration,BrokerGenerated
36,3641,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Office of Resolution Management,CompiledList,NA,NA,NA
36,3643,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Acquisition and Materiel Management,CompiledList,NA,NA,NA
36,3644,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Security and Law Enforcement,CompiledList,NA,NA,NA
36,3645,Department of Veterans Affairs,OMB File,Associate Deputy for Labor - Management Relations,CompiledList,NA,NA,NA
36,3646,Department of Veterans Affairs,OMB File,Immediate Office of Assistant Secretary for Congressional Affairs,CompiledList,NA,NA,NA
36,3647,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Congressional Affairs,CompiledList,NA,NA,NA
36,3648,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Legislative Affairs,CompiledList,NA,NA,NA
36,3649,Department of Veterans Affairs,OMB File,Immediate Office of the Assistant Secretary for Human Resources and Administration,CompiledList,NA,NA,NA
36,3650,Department of Veterans Affairs,OMB File,Assistant Secretary for Information and Technology,CompiledList,NA,NA,NA
36,3651,Department of Veterans Affairs,OMB File,Immediate Office of the Assistant Secretary for Information and Technology,CompiledList,NA,NA,NA
36,3652,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Information and Technology,CompiledList,NA,NA,NA
36,3655,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Security Preparedness,CompiledList,NA,NA,NA
36,3656,Department of Veterans Affairs,OMB File,Deputy Assistant Secretary for Security and Law Enforcement,CompiledList,NA,NA,NA
36,3660,Department of Veterans Affairs,OMB File,Veterans Day National Committee,CompiledList,NA,NA,NA
42,4200,Pennsylvania Avenue Development Corporation,Historical USAspending data + made up CGAC,Pennsylvania Avenue Development Corporation,CompiledList,NA,NA,NA
45,4500,Equal Employment Opportunity Commission,OMB File,Equal Employment Opportunity Commission,CompiledList,Equal Employment Opportunity Commission (EEOC),EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,BrokerGenerated
45,4500,Equal Employment Opportunity Commission,OMB File,Equal Employment Opportunity Commission,CompiledList,Equal Employment Opportunity Commission,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,BrokerGenerated
45,4500,Equal Employment Opportunity Commission,OMB File,Equal Employment Opportunity Commission,CompiledList,Equal Employment Opportunity Commission,4500: EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,BrokerGenerated
45,4565,Equal Employment Opportunity Commission,OMB File,Equal Employment Opportunity Coordinating Council,CompiledList,NA,NA,NA
45,4567,Equal Employment Opportunity Commission,OMB File,Interagency Committee on Employment of People With Disabilities,CompiledList,NA,NA,NA
46,4600,Other Small Agencies,Historical USAspending data + made up CGAC,Other Small Agencies,CompiledList,NA,NA,NA
46,4607,Other Small Agencies,NIST (2008) + made up CGAC,Interstate Commission on the Potomac River Basin ,CompiledList,NA,NA,NA
46,4608,Other Small Agencies,NIST (2008) + made up CGAC,The Port Authority of NY and NJ,CompiledList,NA,NA,NA
46,4609,Other Small Agencies,NIST (2008) + made up CGAC,Washington Metropolitan Area Transit Authority,CompiledList,NA,NA,NA
47,4700,General Services Administration,OMB File,General Services Administration,CompiledList,General Services Administration (GSA),GENERAL SERVICES ADMINISTRATION,BrokerGenerated
47,4700,General Services Administration,OMB File,General Services Administration,CompiledList,General Services Administration,4700: GENERAL SERVICES ADMINISTRATION,BrokerGenerated
47,4700,General Services Administration,OMB File,General Services Administration,CompiledList,General Services Administration,GENERAL SERVICES ADMINISTRATION,BrokerGenerated
47,4701,General Services Administration,OMB File,Immediate Office of the Administrator,CompiledList,NA,NA,NA
47,4703,General Services Administration,OMB File,Office of General Counsel,CompiledList,General Services Administration,4703: OFFICE OF GENERAL COUNSEL,BrokerGenerated
47,4703,General Services Administration,OMB File,Office of General Counsel,CompiledList,General Services Administration (GSA),OFFICE OF GENERAL COUNSEL,BrokerGenerated
47,4704,General Services Administration,OMB File,Office of Inspector General,CompiledList,General Services Administration,4704: OFFICE OF INSPECTOR GENERAL,BrokerGenerated
47,4704,General Services Administration,OMB File,Office of Inspector General,CompiledList,General Services Administration (GSA),OFFICE OF INSPECTOR GENERAL,BrokerGenerated
47,4704,General Services Administration,OMB File,Office of Inspector General,CompiledList,General Services Administration,OFFICE OF INSPECTOR GENERAL,BrokerGenerated
47,4705,General Services Administration,OMB File,Office of the Administrator,CompiledList,General Services Administration,4705: OFFICE OF THE ADMINISTRATOR(ACMD),BrokerGenerated
47,4705,General Services Administration,OMB File,Office of the Administrator,CompiledList,General Services Administration,OFFICE OF THE ADMINISTRATOR(ACMD),BrokerGenerated
47,4705,General Services Administration,OMB File,Office of the Administrator,CompiledList,General Services Administration (GSA),OFFICE OF THE ADMINISTRATOR(ACMD),BrokerGenerated
47,4707,General Services Administration,OMB File,Office of Congressional and Intergovernmental Affairs,CompiledList,General Services Administration,4707: OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,BrokerGenerated
47,4707,General Services Administration,OMB File,Office of Congressional and Intergovernmental Affairs,CompiledList,General Services Administration (GSA),OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,BrokerGenerated
47,4708,General Services Administration,OMB File,Office of Public Affairs,CompiledList,NA,NA,NA
47,4710,General Services Administration,OMB File,Information Security Oversight Office,CompiledList,NA,NA,NA
47,4711,General Services Administration,OMB File,Office of Policy Analysis,CompiledList,NA,NA,NA
47,4712,General Services Administration,OMB File,Board of Contract Appeals,CompiledList,NA,NA,NA
47,4713,General Services Administration,OMB File,Office of Acquisition Policy,CompiledList,NA,NA,NA
47,4715,General Services Administration,OMB File,Office of Ethics and Civil Rights,CompiledList,NA,NA,NA
47,4717,General Services Administration,OMB File,Office of the Chief Financial Officer,CompiledList,General Services Administration (GSA),OFFICE OF THE CHIEF FINANCIAL OFFICER,BrokerGenerated
47,4717,General Services Administration,OMB File,Office of the Chief Financial Officer,CompiledList,General Services Administration,4717: OFFICE OF THE CHIEF FINANCIAL OFFICER,BrokerGenerated
47,4719,General Services Administration,OMB File,Office of Operations,CompiledList,NA,NA,NA
47,4720,General Services Administration,OMB File,Information Technology Service,CompiledList,NA,NA,NA
47,4722,General Services Administration,OMB File,Office of Regional Administrators,CompiledList,NA,NA,NA
47,4724,General Services Administration,OMB File,Office of Civil Rights,CompiledList,NA,NA,NA
47,4725,General Services Administration,OMB File,Federal Property Resources Service,CompiledList,NA,NA,NA
47,4728,General Services Administration,OMB File,Office of Small Business Utilization,CompiledList,NA,NA,NA
47,4730,General Services Administration,Historical USAspending data,Federal Acquisition Service,CompiledList,General Services Administration,4730: FEDERAL ACQUISITION SERVICE,BrokerGenerated
47,4732,General Services Administration,OMB File,Federal Acquisition Service,CompiledList,General Services Administration (GSA),FEDERAL ACQUISITION SERVICE,BrokerGenerated
47,4732,General Services Administration,OMB File,Federal Acquisition Service,CompiledList,General Services Administration,4732: FEDERAL ACQUISITION SERVICE,BrokerGenerated
47,4732,General Services Administration,OMB File,Federal Acquisition Service,CompiledList,General Services Administration,FEDERAL ACQUISITION SERVICE,BrokerGenerated
47,4735,General Services Administration,Historical USAspending data,Federal Acquisition Service,CompiledList,General Services Administration,4735: FEDERAL ACQUISITION SERVICE,BrokerGenerated
47,4740,General Services Administration,OMB File,Public Buildings Service,CompiledList,General Services Administration (GSA),PUBLIC BUILDINGS SERVICE,BrokerGenerated
47,4740,General Services Administration,OMB File,Public Buildings Service,CompiledList,General Services Administration,4740: PUBLIC BUILDINGS SERVICE,BrokerGenerated
47,4740,General Services Administration,OMB File,Public Buildings Service,CompiledList,General Services Administration,PUBLIC BUILDINGS SERVICE,BrokerGenerated
47,4743,General Services Administration,OMB File,Office of Childcare,CompiledList,NA,NA,NA
47,4745,General Services Administration,OMB File,Office of Government-wide Policy,CompiledList,General Services Administration (GSA),OFFICE OF GOVERNMENT WIDE POLICY,BrokerGenerated
47,4745,General Services Administration,OMB File,Office of Government-wide Policy,CompiledList,General Services Administration,4745: OFFICE OF GOVERNMENT WIDE POLICY,BrokerGenerated
47,4747,General Services Administration,OMB File,Office of Smart Card Initiatives,CompiledList,NA,NA,NA
47,4750,General Services Administration,OMB File,Office of the Chief Information Officer,CompiledList,General Services Administration,4750: OFFICE OF THE CHIEF INFORMATION OFFICER,BrokerGenerated
47,4750,General Services Administration,OMB File,Office of the Chief Information Officer,CompiledList,General Services Administration (GSA),OFFICE OF THE CHIEF INFORMATION OFFICER,BrokerGenerated
47,4760,General Services Administration,OMB File,Office of Citizen Services and Innovative Technologies,CompiledList,NA,NA,NA
47,4770,General Services Administration,OMB File,Office of Human Resources Management,CompiledList,NA,NA,NA
47,4771,General Services Administration,OMB File,Office of Mission Assurance,CompiledList,General Services Administration (GSA),OFFICE OF MISSION ASSURANCE,BrokerGenerated
47,4772,General Services Administration,OMB File,Office of Small Business Utilization,CompiledList,NA,NA,NA
47,4773,General Services Administration,OMB File,Office of Administrative Services,CompiledList,General Services Administration (GSA),OFFICE OF ADMINISTRATIVE SERVICES,BrokerGenerated
47,4773,General Services Administration,OMB File,Office of Administrative Services,CompiledList,General Services Administration,OFFICE OF ADMINISTRATIVE SERVICES,BrokerGenerated
47,4774,General Services Administration,OMB File,Office of Communications and Marketing,CompiledList,General Services Administration (GSA),OFFICE OF COMMUNICATIONS AND MARKETING,BrokerGenerated
47,4775,General Services Administration,FPDS File,Technology Transformation Service,CompiledList,General Services Administration (GSA),TECHNOLOGY TRANSFORMATION SERVICE,BrokerGenerated
47,4775,General Services Administration,FPDS File,Technology Transformation Service,CompiledList,General Services Administration,TECHNOLOGY TRANSFORMATION SERVICE,BrokerGenerated
48,4800,Temporary Commissions,Historical USAspending data + made up CGAC,Temporary Commissions,CompiledList,NA,NA,NA
48,4808,Temporary Commissions,NIST (2008) + made up CGAC,National Bipartisan Commission on the Future of Medicare,CompiledList,NA,NA,NA
