PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
59,ELECTRICAL/ELECTRONIC EQPT COMPNTS,10/1/79,,,,"Mounting hardware, included in classes of this group, includes such  specially designed items as brackets, holders, retainers, etc.  Excluded from classes  in this group are such hardware items as screws (FSC 5305), bolts (FSC 5306), studs (FSC 5307), washers (FSC 5310), rivets (FSC 5320), and other common items  indexed to specific classes, other than in group 59.  The FSC indexes and structure  will govern the classification of items used on or with mounting hardware cited above.",
5905,RESISTORS,10/15/78,,Resistors,Resistance Wire.,,Varistors; Resistive Ballast Tubes; Rheostats; Resistor  Networks; Resistor Mounting Hardware; Thermistors.
5910,CAPACITORS,10/15/78,,Capacitors,Semiconductor Devices and Associated Hardware.,,Interference Filter Capacitors; Capacitor Mounting Hardware.
5915,FILTERS AND NETWORKS,10/15/78,,Filters and Networks,,"This class includes those filters and networks which consist of a  combination of resistors, capacitors, or coils, but not a combination of resistors  only (classified in 5905). capacitors only (classified in 5910), or coils only  (classified in 5950).",
5920,"FUSES, ARRESTORS, ABSORBERS, AND PROTECTORS",10/1/11,,"Fuses, Arresters, Absorbers, and Protectors",Circuit Breakers.,,"Fuseholders; Fuse Boxes; Fuse Posts; Fuse Links; Fuse blocks;  Current Limiters.  Corona Balls, Electrostatic Dischargers."
5925,CIRCUIT BREAKERS,10/15/78,,Circuit Breakers,Relays.,,Circuit Breakers and Cutouts.
5930,SWITCHES,10/15/78,,Switches,Switchgear.,,"Rotary, Knife, Toggle.  Push Button, Mercury, Thermostatic,  and Differential Pressure Switches."
5935,"CONNECTORS, ELECTRICAL",10/15/78,,"Connectors, Electrical","Interconnectors, Fiber Optic.",,Plugs; Jacks; Receptacles; Electronic Component Sockets and Associated Accessories.
5940,LUGS TERMINALS & TERMINAL STRIPS,10/15/78,9/30/11,"Lugs, Terminals, and Terminal Strips","Caps, Electrical; Clips Electrical; and Contacts, Electrical.",,Binding Posts; Battery Clips; Stud Terminals; Test Clips.
5945,RELAYS AND SOLENOIDS,10/15/78,,Relays and Solenoids,Contactors.,,Electromagnetic Actuators.
5950,COILS AND TRANSFORMERS,10/15/78,,Coils and Transformers,,,"Coils, except ignition and magneto; coil assemblies; magnetic amplifiers; reactors; transformers."
5955,OSCILLATORS AND PIEZOELECTRIC CRYSTALS,10/1/11,,Oscillators and Piezoelectric Crystals,"Crystal Controlled Oscillators and Noncrystal Controlled Oscillators  which meet the definition of the term. ""electronic module"" as defined for FSC 5963 and Microcircuits.",,"Crystal Units, Processed Unmounted  Crystals, Crystal Controlled Oscillators and Noncrystal Controlled Oscillators."
5960,ELECTRON TUBES & ASSOC HARDWARE,10/15/78,9/30/11,Electron Tubes and Associated Hardware,Transistors; Tube Sockets; X-ray Tubes; Semiconductor Devices and Associated Hardware.,,Rectifying Tubes; Photoelectric Tubes; Electron Vibrator Tubes.
5961,SEMICONDUCTOR DEVICES AND ASSOCIATED HARDWARE,10/1/11,,Semiconductor Devices and Associated Hardware,Microcircuits; Optoelectronic Devices and Associated Hardware.,,"Semiconductor Assemblies; Semiconductor Diodes; Semiconductor Rectifiers, Semiconductor Thyristors; Transistors; Unitized Semiconductors; Associated Hardware except Sockets."
5962,"MICROCIRCUITS, ELECTRONIC",10/15/78,,"Microcircuits, Electronic",Single Circuit Elements such as Capacitors; Resistors; Diodes and Transistors; Printed Circuit Boards and- Circuit Card Assemblies; and Filters and Networks.,"(1) A microcircuit is defined as follows:  A small circuit having  a high equivalent circuit element density, which is considered as a single part  composed of interconnected elements placed and/or formed on or within a single  substrate to perform an electronic circuit function.  The elements may be  on or within a semiconductor material substrate; may consist of conductive film(s) formed on an insulating substrate; or may be a combination of one or both of these types with discrete elements. (2) The term ""microcircuit"", as applied to circuit devices included in this class, is delimited to exclude items consisting  solely of interconnected ""microcomponents"" (discrete miniaturized components).   Also excluded are items fabricated in the form of monolithic thick-film or thin-film structures that in themselves are not functional electronic circuits   (e.g., capacitors, resistors, transistors, or ""arrays"" thereof).","Integrated Circuit Devices; Integrated Circuit Modules; Integrated Electronic Devices: Hybrid, Magnetic, Molecular, Opto-Electronic, and Thin Film."
5963,ELECTRONIC MODULES,3/15/80,,Electronic Modules,Microcircuits; Electronic Test Equipment Plug-In Units.,"The term ""electronic module"" as used in this class designates an electronic component designed for use in various equipment or end item  applications, and capable of controlling voltage and/or current to produce  gain, oscillation, switching or similar integral electronic functions.  It consists of a collection of miniaturized electronic parts and/or elements in a  single replaceable package with plug-in mounting which will also complete the  required electrical connections.  It is not normally subject to disassembly as  distinguished from such items as CIRCUIT CARD ASSEMBLY and  ELECTRONIC COMPONENTS ASSEMBLY.  These modules conform to  industry or government specifications/standards that define all physical  dimensions and electrical parameters required to promote commonality and  ensure proper operational performance.",Microcircuits; Electronic Test Equipment Plug-In Units.
5965,"HEADSETS, HANDSETS, MICROPHONES AND SPEAKERS",10/1/11,,"Headsets, Handsets, Microphones and Speakers",,,
5970,ELECTRICAL INSULATORS AND INSULATING MATERIALS,10/1/11,,Electrical Insulators and Insulating Materials,,,"Tube, Knob, Cleat, Strain, and Standoff Insulators; Feed Thru  Insulators; Bead Insulators; Varnish Cambrie Tape; Friction Tape."
5975,ELECTRICAL HARDWARE AND SUPPLIES,10/15/78,,Electrical Hardware and Supplies,,,"Conduit; Raceways; Face Plates; Condulets; Outlet and Junction Boxes; Pole Line Hardware, not elsewhere classifiable."
5977,ELECT CONTACT BRUSHES & ELECTRODES,10/15/78,9/30/11,Electrical Contact Brushes and Electrodes,"Anodes; Cathodes, Welding Electrodes.",,Brushes for electrical rotating equipment; Carbon Stock for Brushes; Brush Arm and Holders; Lighting Electrodes.
5980,OPTOELECTRICAL DEVICES/ASSOC HARDWA,1/15/87,9/30/11,Optoelectronic Devices and Associated Hardware,"Electric lighting fixtures, lamps, and associated hardware.",,"Optoelectronic devices and assemblies which display numeric, alphanumeric, symbolic, or graphic information emitters, and nondisplay optoelectronic  devices, such as couplers, detectors, and switches which perform an active function in an  electronic system."
5985,"ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT",10/1/11,,"Antennas, Waveguide, and Related Equip-ment",Tower Structures.,,Aerials; Mast; Tower Equipment; Attenuators; Couplers; Transmission Lines.
5990,SYNCHROS AND RESOLVERS,10/15/78,,Synchros and Resolvers,Synchro Systems; Servo Mechanisms.,,Synchro Systems; Servo Mechanisms.
5995,CABLE CORD WIRE ASSEMBLY - COMM EQ,10/15/78,9/30/11,"Cable, Cord, and Wire Assemblies: Communication Equipment","Cable Assemblies, Fiber Optic","This class includes only those types of cable, cord, and wire  assemblies and sets (and wiring harnesses) used on or  with equipment  and components covered by groups 58 and 59. Cable, cord, wire assemblies,  and sets (wiring harnesses) used on or with equipment classified in FSC groups  other than groups 58 or 59 are classified in FSC class 6150 if multiapplication, or classified with the next higher classifiable assembly if specially designed.","Cable Assemblies, Fiber Optic"
5996,AMPLIFIERS,10/1/91,,Amplifiers,"Multi-functional items such as Amplifier-Detector, Amplifier-Mixer and microcircuit devices.",,"Audio Amplifiers, Complementary Amplifiers, Amplifiers, Operational Amplifiers, Power Amplifiers, Radio Frequency Amplifiers, Signal Amplifiers, and Video Amplifiers."
5998,"ELECTRICAL AND ELECTRONIC ASSEMBLIES, BOARDS, CARDS, AND ASSOCIATED HARDWARE",10/1/11,,"Electrical and Electronic Assemblies; Boards, Cards, and Associated Hardware",circuit card and electronic component assemblies which can be identified to a more definitive Approved Item Name.,,circuit card and electronic component assemblies which can be identified to a more definitive Approved Item Name.
5999,MSC ELECT & ELECTRONIC COMPONENTS,10/15/78,9/30/11,Miscellaneous Electrical and Electronic Components,,,"Permanent Magnets and Magnetostriction Elements; Caps, Clips, and Contacts, Electrical."
60,FIBER OPTIC,10/1/79,,,,"Fiber Optics is a general term used to describe the function where optical energy (i.e., light/laser driven rays) is guided to another location through fiber(s).  This group includes Fiber Optics items such as parts, materials, and devices used for communications, data transmission, or  illumination.  Excludes Imaging devices under FSG 65 (Medical); hand tools under FSG 51;  Electrical, Electronic and Optical Instruments under FSG 66 (Instruments).",
6004,ROTARY JOINTS,10/1/91,9/30/11,ROTARY JOINTS,,,
6005,"COUPLERS, SPLITTERS, & MIXERS",10/1/91,9/30/11,"COUPLERS, SPLITTERS, & MIXERS",,,
6006,ATTENUATORS,10/1/91,9/30/11,ATTENUATORS,,,
6007,FILTERS,10/1/91,9/30/11,FILTERS,,,
6008,OPTICAL MULTIPLEXERS/DEMULTIPLEXERS,10/1/91,9/30/11,OPTICAL MULTIPLEXERS/DEMULTIPLEXERS,,,
6010,FIBER OPTIC CONDUCTORS,2/15/81,,Fiber Optic Conductors,,Included in this class are bulk discrete fibers.,
6015,FIBER OPTIC CABLES,9/15/80,,Fiber Optic Cables,,Included in this class are one or more discrete fiber optic conductors with  a common protective covering in bulk form.  May include electrical conductors/cables and/or reinforcing material.,
6020,FIBER OPTIC CABLE ASSEMBLY & HARNES,9/15/80,9/30/11,Fiber Optic Cable Assemblies and Harnesses,,Included in this class are items used for communication and/or data transmission having one or more fiber optic conductors/cables with processed  end(s) or terminated in fitting(s).  Excluded from this class are items used for illumination and/or image transmission.,
6021,FIBER OPTIC SWITCHES,10/1/91,,Fiber Optic Switches,,Included in this class are switches used for line selection in fiber  optic systems.,
6025,FIBER OPTIC TRANSMITTERS,10/1/91,9/30/11,FIBER OPTIC TRANSMITTERS,,,
6026,FIBER OPTIC RECEIVERS,10/1/91,9/30/11,FIBER OPTIC RECEIVERS,,,
6029,FIBER OPTIC REPEATERS,10/1/91,9/30/11,FIBER OPTIC REPEATERS,,,
6030,FIBER OPTIC DEVICES,7/15/80,,Fiber Optic Devices,,"Included in this class are such items as transmitters, receivers, mutliplexers, demultiplexers, modulators, demodulators, repeaters, attenuators, filters, integrated optical circuits, and the like, used in fiber optic systems.",
6031,INTEGRATED OPTICAL CIRCUITS,10/1/91,9/30/11,INTEGRATED OPTICAL CIRCUITS,,,
6032,FIBER OPTIC LIGHT SOURCES AND PHOTO DETECTORS,10/1/11,,Fiber Optic Light Sources and Photo Detectors,,Included in this class are light emitting and laser diodes and photo detectors used in fiber optic systems.,
6033,FIBER OPTIC PHOTO DETECTORS,10/1/91,9/30/11,FIBER OPTIC PHOTO DETECTORS,,,
6034,FIBER OPTIC MOD/DEMODULATORS,10/1/91,9/30/11,FIBER OPTIC MOD/DEMODULATORS,,,
6035,FIBER OPTIC LIGHT TRANSFER AND IMAGE TRANSFER DEVICES,10/1/11,,Fiber Optic Light Transfer and Image Transfer Devices,,Included in this class are fiber optic devices used for illumination  and/or image transmission.  Excluded from this class are items used for  communication and/or data transmission.,
6040,FIBER OPTIC SENSORS,10/1/91,9/30/11,FIBER OPTIC SENSORS,,,
6050,FIBER OPTIC PASSIVE DEVICES,10/1/91,9/30/11,FIBER OPTIC PASSIVE DEVICES,,,
6060,FIBER OPTIC INTERCONNECTORS,7/15/81,,Fiber Optic Interconnectors,Electrical connectors,"Included in this class are all types of fiber optic terminations, such as connectors, dividers, couplers, rotary and nonrotary joints, splitters, mixers and splicers and the like.",Electrical connectors
6070,FIBER OPTIC ACCESSORIES & SUPPLIES,2/15/81,9/30/11,Fiber Optic Accessories and Supplies,,"Included in this class are mode stripping materials, index matching materials and other related supplies.  Excluded from this class are hardware and supplies common to both electrical and fiber optic applications which are classifiable in FSC 5975.",
6080,FIBER OPTIC KITS AND SETS,5/15/81,,Fiber Optic Kits and Sets,tool kits and sets which are classifiable in FSC 5180; test set/ instruments  classifiable in FSG 66; and end item sets/ equipment utilizing fiber optic components which are classifiable in the applicable equipment FSC.,"Includes kits and sets which consists of fiber optic components only; fiber optic components and related parts; fiber optic components and related tools; or fiber optic components, related parts and related tools.",tool kits and sets which are classifiable in FSC 5180; test set/ instruments  classifiable in FSG 66; and end item sets/ equipment utilizing fiber optic components which are classifiable in the applicable equipment FSC.
6099,MISC FIBER OPTIC COMPONENTS,10/1/91,9/30/11,Miscellaneous Fiber Optic Components,,"Included in this, class are fiber optic items which are not  classifiable in a more specific class. (See the ""Note"" for FSG 60.)",
61,"ELECTRIC WIRE, POWER DISTRIB EQPT",10/1/79,,,,,
6105,"MOTORS, ELECTRICAL",10/15/78,,"Motors, Electrical",Starting Motors for Engines,,Starting Motors for Engines
6110,ELECTRICAL CONTROL EQUIPMENT,10/15/78,,Electrical Control Equipment,Automatic Pilot Mechanisms; Relays; Resistors.,,Contactors:  Motor Controllers; Power Servomechanisms; Switchgear; Voltage Regulators.
