PSC CODE,length,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INCLUDES
6680,4,"LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",2011-10-01,,"Liquid and Gas Flow, Liquid Level, and Mechanical Motion Measuring Instruments",Combination Instruments; (FSC 6695); Meteorological Instruments (FSC 6660); and Automatic Control Valves (FSG 48).,,"Liquid Level Float Instruments; Revolution Counters;  Speedometers; Rotation Measuring Instruments and Apparatus; Oxygen Flow Indicators; Tachometers, including Engine Tachometers."
6685,4,"PRESSURE, TEMPERATURE, AND HUMIDITY MEASURING AND CONTROLLING INSTRUMENTS",2011-10-01,,"Pressure, Temperature, and Humidity Measuring and Controlling Instruments",Clinical Thermometers; (FSC 6515); Thermostatic and Differential Pressure Switches (FSC 5930); and Meteorological Instruments (FSC 6660).,,"Thermometers, including Engine Thermometers; Pressure Gages; Thermocouple  Leads; Resistance Bulbs."
6695,4,COMBINATION AND MISCELLANEOUS INSTRUMENTS,2011-10-01,,Combination and Miscellaneous Instruments,"Dental, Medical, Surgical, and Veterinary Instruments.",,Flow-Pressure Instruments; Taximeters; Dynamometers.
67,2,PHOTOGRAPHIC EQPT,1979-10-01,,,,"Included are computers (including computer assemblies, computer systems and components) designed specifically for use with photographic equipment.",
6710,4,"CAMERAS, MOTION PICTURE",1978-10-15,,"Cameras, Motion Picture","Television Cameras, Nonairborne (FSC 5820); Television Cameras,  Airborne (FSC 5821); Video Camera (FSC 5836).",,Aerial and Mapping Cameras.
6720,4,"CAMERAS, STILL PICTURE",1978-10-15,,"Cameras, Still Picture","X-Ray Cameras (FSC 6525), and Industrial X-Ray Machine (FSC 6635).",,"Aerial, Mapping, Microfilm, Photocopy, and Studio Cameras."
6730,4,PHOTOGRAPHIC PROJECTION EQUIPMENT,1978-10-15,,Photographic Projection Equipment,,,Screens; Viewers; Photomap Projectors; Integrated Viewers/Printers and Microform Storage and Retrieval Systems.
6740,4,PHOTOGRAPHIC DEVELOPING AND FINISHING EQUIPMENT,2011-10-01,,Photographic Developing and Finishing Equipment,,,Editing Equipment; Enlargers; Driers; Pressures; Printers; Washers.
6750,4,PHOTOGRAPHIC SUPPLIES,1978-10-15,,Photographic Supplies,X-Ray Film (Medical Class 6525 or Industrial Class 6653);  Electrographic (Facsimile) Paper for direct electrostatic printing or copying (FSC 7530).,,Sensitized Photographic Paper; Special Purpose Photographic  Chemicals; Unprocessed Film; Photoflash Lamps.
6760,4,PHOTOGRAPHIC EQUIPMENT AND ACCESSORIES,2011-10-01,,Photographic Equipment and Accessories,Lamps (bulbs) (FSC 6240); Photoflash Lamps (FSC 6750).,,Light Meters; Tripods; Filters; Range finders; Photographic Floodlight Fixtures; Lenses; Specialized Photographic Test Equipment.
6770,4,"FILM, PROCESSED",1978-10-15,,"Film, Processed",X-Ray Film (Medical class 6525 or Industrial class 6635); Training  and Educational Film (FSC 6910); Processed Microfilm (FSC 7670).,,"Motion Picture Film, Silent and Sound; Still Picture Film."
6780,4,"PHOTOGRAPHIC SETS, KITS, AND OUTFITS",2011-10-01,,"Photographic Sets, Kits, and Outfits",,,
68,2,CHEMICALS AND CHEMICAL PRODUCTS,1979-10-01,,,,"In general, individual nonmedicinal chemical elements and compounds  are classified in class 6810.  Combinations (or mixtures) of chemical compounds, or chemicals prepared in a particular vehicle (other than water) are generally  classified according to use, in classes other than 6810.  For example, the chemical compound DDT, is classified in 6810, whereas DDT liquid spray, the insecticide  is classified in 6840-Pest Control Agents and Disinfectants.  Similarly, items of  supply bearing nonchemical names such as BLEACH; INSECTICIDE, ROACH;  and ANTIFREEZE are generally classified according to use, in classes other than 6810, whereas corresponding chemical compounds, such as sodium hypochlorite solution, chlordane, and ethylene glycol are classified in 6810.  Medicinal chemicals are generally classified in 6505-Drugs and Biologicals; in vitro diagnostic substances and reagents are classified in 6550-In Vitro  Diagnostic Substances, Reagents, Test Kits and Sets.  Excluded from this group  are liquid chemicals designed exclusively for use as propellant fuels and oxidizers.",
6810,4,CHEMICALS,1978-10-15,,Chemicals,Medicinal Chemicals; Gases; Foundry Dextrines; Radiographic and photographic Chemicals; In Vitro Diagnostic Substances and Reagents.,,"Naphtha Solvents; Water Softening Compounds; Tanning  Materials, Natural or Synthetic; Dextrines and Starches; Inedible Gelatins; Acetone; Propellant Chemicals, Bulk not specialized solely for Guided Missile Use."
6820,4,DYES,1978-11-15,,Dyes,,,Household Tints
6830,4,GASES: COMPRESSED AND LIQUEFIED,1978-10-15,,Gases: Compressed and Liquefied,"Military Chemical Gases; Medical Gases; Empty Gas Cylinders and their caps, valves, and valve spare parts.",,Fuel Gases.
6840,4,PEST CONTROL AGENTS AND DISINFECTANTS,2011-10-01,,Pest Control Agents and Disinfectants,Personal Deodorants.,,Insect Repellents; Fungicides; Insecticides; Rodenticides; Weed Killers.
6850,4,MISCELLANEOUS CHEMICAL SPECIALTIES,1978-10-15,,Miscellaneous Chemical Specialties,,,Antifogging Compounds; Wetting Agents; Etching and Fountain  Solutions for Lithographing; Blanket Repair Solutions for Lithographing; Antifreeze.
69,2,TRAINING AIDS AND DEVICES,1979-10-01,,,,"Included are computers (including computer assemblies, computer systems and components) designed specifically for use as, or with training aids and devices.",
6910,4,TRAINING AIDS,1978-10-15,,Training Aids,"Drill, Dummy, Exercise, Practice, or Simulated Ammunition and Weapons.",,"Mockups; Cutaway Models; Scale Models; Training Films; Training  Aid Maps; Navigational Training Aids; Flight Instrument Training Aids; Aircraft Instrument Training Aids; Vehicle Training Aids; Engine Instrument  Training Aids; Hydraulic System Training Aids; Cutaway, Mockup, or Sectionalized Ammunition only; Training Equipment normally used in  classroom training."
6920,4,ARMAMENT TRAINING DEVICES,1978-10-15,,Armament Training Devices,"Target Drones; Drones for such use as training, surveillance, missile evaluation, and photographic reconnaissance; Atomic Ordnance Training Devices; Training Aids; Drill, Dummy, Exercise, Practice, or  Simulated Ammunition and Weapons.",,Bombing Trainers; Gunnery Trainers; Tow Targets; Gunnery Targets; Guided Missile Training Sets.
6930,4,OPERATION TRAINING DEVICES,1978-10-15,,Operation Training Devices,Training Aids,,Link Trainers; Automatic Pilot Training Devices; Drift Meter Training Devices; Celestial Navigation Trainers; Dead Reckoning  Navigation Trainers; Instrument Flying and Landing Trainers; Terrain Projection Trainers; All operational training devices except  communication and armament.
6940,4,COMMUNICATION TRAINING DEVICES,1978-10-15,,Communication Training Devices,Training Aids.,,Supersonic Radar Trainers; Navigational Radar Trainers; Search  and Detecting Radar Trainers; Code Practice Equipment.
70,2,"INFORMATION TECHNOLOGY EQUIPMENT (INCLD FIRMWARE) SOFTWARE,SUPPLIES& SUPPORT EQUIPMENT",2015-10-01,,"Information Technology Equipment (Including Firmware) Software, Supplies and Support Equipment",,,
7010,4,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,2015-10-01,,Information Technology Equipment System Configuration,,"A group of general purpose analog, digital, or hybrid electronic or electromechanical devices that are interconnected to operate as a system. Frequently referred to as an Information Technology (IT) system or Automated Data Processing (ADP) system although the term ""system"" is not considered definitive. Includes an assembly of devices consisting of a central processing unit (CPU) and the necessary input/output devices, accessorial devices, analog measurement devices, software and/or firmware required to perform the desired objectives. Also includes sub-assemblies and units in which input/output devices, CPUs, and/or accessorial devices or components are incorporated into a single assembly or unit.  A specially designed device incorporated into a system shall not influence the classification of the base assembly or unit.",
7020,4,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER), ANALOG",2015-10-01,,"Information Technology Central Processing Unit (CPU, Computer), Analog",,"An analog is a representation in one form of a physical condition existing in another form (e.g., the level of mercury in a tube represents temperature in a thermometer; the angular position of a needle represents speed on a speedometer).  This class includes only CPUs that accept as inputs the electrical equivalent of physical conditions such as flow, temperature, pressure, angular position or voltage and perform computations by manipulating these electrical equivalents  to produce results for further use.",
7021,4,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER), DIGITAL",2015-10-01,,"Information Technology Central Processing Unit (CPU, Computer), Digital",,"Digital refers to the representation of discrete numbers, symbols and alphabetic  characters by a predetermined, coded combination of electrical  impulses. This class includes only CPUs that accept information represented  by digital impulses. Specifically, a device capable of performing sequences of  arithmetic and logic operations (a program) not only on data but also on the program which is contained in its internal memory (storage) without intervention of an operator.",
7022,4,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER), HYBRID",2015-10-01,,"Information Technology Central Processing Unit (CPU, Computer), Hybrid",,Hybrid refers to a combination of analog and digital capability as  defined in classes 7020 and 7021 with conversion capability required for  intercommunication.,
7025,4,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,2015-10-01,,Information Technology Input/Output and Storage Devices,,"This class includes devices used to control  transfer information to and from a Computer (as modified).  The input device is used for transferring data and instructions into a computer.  The output device is used to transfer results of processing by the computer to the Information technology or ADP peripheral devices.  Input/output devices combine the above functions in the same device.  This class includes printers, display units, disk drive units (magnetic, optical and floptical), tape drive units, terminals, data entry devices and transfer units.  Also includes Optical Compact Disk (CD) devices used for the storage and retrieval of data and firmware.",
7030,4,INFORMATION TECHNOLOGY SOFTWARE,2015-10-01,,Information Technology Software,Excludes software designed to Government specifications to satisfy the requirements of a particular user or for use with ADPE properly classifiable in FSG other than FSG 70.  Also excludes operating manuals and programmers' manuals properly classified in FSG76.,"Software is a series of instructions or statements in a form  acceptable to a CPU, designed to cause the Information Technology Equipment of Automated Data Processing Equipment configuration to  execute an operation or operations; or a collection of data in a form capable of being processed and operated on by a computer.",
7035,4,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,2015-10-01,,Information Technology Support Equipment,,"This class includes various devices and associated control  units which are designed for use in combination or conjunction with  an Information Technology (IT) Equipment or Automated Data Processing (ADP)configuration but are not part of the configuration itself.  IT or ADP support equipment includes magnetic tape testing , certifying and cleaning equipment, tape equipment, rewinders, splicers, spoolers, and card reconditioners.  Included in this class are complete units and components of related general purpose commercially available support equipment which are not specifically designed for use as a part of a system such as a weapon system, control system, digital image processing system, missile system, communication system or navigation system. Also included are support control systems and components not specifically designed for use with process control such as automatic machine tool processing operations in which flow, pressure, temperature or other parameters are controlled by instrument regulations in automatic machine tool and process. ",
7040,4,PUNCHED CARD EQUIPMENT,1978-10-15,,Punched Card Equipment,Card actuated machines designed for use with an ADPE system.,,"Collating machines, key punch machines, tabulating machines; verifiers; reproducers; summary punches, sorters; interpreters."
7042,4,MINI AND MICRO COMPUTER CONTROL DEVICES,2011-10-01,,Mini and Micro Computer Control Devices,"Mini and micro computer control devices which are designed  specifically for use in and/or integral to higher order systems, e.g., aircraft  fire control systems, numerically controlled machine tools, sequence  controlled printing equipment, motion measuring instruments, office information system equipment; and the like.",,"Mini or micro computers used as control mechanisms where  computer technology is essential in controlling, monitoring, measuring,  and directing processes, devices, instruments or other equipment."
7045,4,INFORMATION TECHNOLOGY SUPPLIES,2015-10-01,,Information Technology Supplies,,"This class includes Information Technology (IT) or automated data processing (ADP) tape seal bands, reels and hubs, carrying cases, canisters, and the like.  Also includes all non recorded magnetic recording or other removable storage media designed to be used with IT or ADP equipment, such as magnetic tape, removable disk packs, magnetic cards, cassettes, and diskettes.  Also includes Optical Disks used for storage of data.",
7050,4,INFORMATION TECHNOLOGY COMPONENTS,2015-10-01,,Information Technology Components,,"This class includes Information Technology or Automated Data Processing Component Assemblies that are parts of analog, digital, or hybrid data processing devices.  Excluded from the class are items for which more specific classifications are suitable.  The FSC structure and indexes will govern the classification of those items permitted classification in a single class only.",
71,2,FURNITURE,1979-10-01,,,,,
7105,4,HOUSEHOLD FURNITURE,1978-10-15,,Household Furniture,"Hospital Beds and Bedsprings; Ash Trays; Mattresses; Bedsprings,  Box Style (Fabric Covered).",,"Bedsprings, Open Style (All-metallic); Folding Chairs; Camp Furniture; Mirrors, Wall Mounting and Furniture Types; Smoking Stands."
7110,4,OFFICE FURNITURE,1978-10-15,,Office Furniture,Dental X-Ray Film Protective Safes; Visible Record Equipment.,,Filing Cabinets; Safes; Post Office Furniture; School Furniture;  Blackboards.
